iso_code,location,date,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,Common_Symtoms
AFG,Afghanistan,08/07/2020,862.97,5.395,24.044,0.411,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,09/07/2020,864.486,1.516,24.07,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,10/07/2020,871.036,6.55,24.584,0.514,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,11/07/2020,882.802,11.765,25.534,0.95,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,12/07/2020,884.985,2.183,25.945,0.411,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,13/07/2020,884.985,0,25.945,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,14/07/2020,885.088,0.103,25.996,0.051,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,15/07/2020,892.409,7.321,26.844,0.848,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,16/07/2020,898.934,6.525,28.103,1.259,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,17/07/2020,900.886,1.952,28.642,0.539,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,18/07/2020,906.512,5.626,29.464,0.822,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,19/07/2020,906.82,0.308,29.901,0.437,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,20/07/2020,911.29,4.47,30.338,0.437,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,21/07/2020,914.886,3.596,30.466,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,22/07/2020,917.763,2.877,30.569,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,23/07/2020,922.593,4.829,31.108,0.539,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,24/07/2020,922.927,0.334,31.108,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,25/07/2020,925.701,2.774,32.008,0.899,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,26/07/2020,928.809,3.108,32.341,0.334,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,27/07/2020,931.532,2.723,32.598,0.257,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,28/07/2020,934.229,2.697,32.624,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,29/07/2020,936.875,2.646,32.65,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,30/07/2020,936.875,0,32.65,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,31/07/2020,938.699,1.824,32.65,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,01/08/2020,943.015,4.316,32.958,0.308,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,02/08/2020,943.015,0,32.958,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,03/08/2020,943.015,0,32.984,0.026,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,04/08/2020,943.965,0.95,33.086,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,05/08/2020,946.072,2.106,33.241,0.154,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,06/08/2020,947.793,1.721,33.343,0.103,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,07/08/2020,948.846,1.053,33.343,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,08/08/2020,950.85,2.004,33.575,0.231,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,09/08/2020,951.852,1.002,33.703,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,10/08/2020,951.852,0,33.703,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,11/08/2020,951.852,0,33.703,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,12/08/2020,957.374,5.523,34.525,0.822,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,13/08/2020,959.327,1.952,34.782,0.257,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,14/08/2020,961.356,2.029,35.013,0.231,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,15/08/2020,961.536,0.18,35.013,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,16/08/2020,964.619,3.083,35.193,0.18,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,17/08/2020,965.775,1.156,35.321,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,18/08/2020,965.852,0.077,35.321,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
AFG,Afghanistan,19/08/2020,965.852,0,35.321,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,31/12/2019,0,0,0,0,None
BGD,Bangladesh,01/01/2020,0,0,0,0,None
BGD,Bangladesh,02/01/2020,0,0,0,0,None
BGD,Bangladesh,03/01/2020,0,0,0,0,None
BGD,Bangladesh,04/01/2020,0,0,0,0,None
BGD,Bangladesh,05/01/2020,0,0,0,0,None
BGD,Bangladesh,06/01/2020,0,0,0,0,None
BGD,Bangladesh,07/01/2020,0,0,0,0,None
BGD,Bangladesh,08/01/2020,0,0,0,0,None
BGD,Bangladesh,09/01/2020,0,0,0,0,None
BGD,Bangladesh,10/01/2020,0,0,0,0,None
BGD,Bangladesh,11/01/2020,0,0,0,0,None
BGD,Bangladesh,12/01/2020,0,0,0,0,None
BGD,Bangladesh,13/01/2020,0,0,0,0,None
BGD,Bangladesh,14/01/2020,0,0,0,0,None
BGD,Bangladesh,15/01/2020,0,0,0,0,None
BGD,Bangladesh,16/01/2020,0,0,0,0,None
BGD,Bangladesh,17/01/2020,0,0,0,0,None
BGD,Bangladesh,18/01/2020,0,0,0,0,None
BGD,Bangladesh,19/01/2020,0,0,0,0,None
BGD,Bangladesh,20/01/2020,0,0,0,0,None
BGD,Bangladesh,21/01/2020,0,0,0,0,None
BGD,Bangladesh,22/01/2020,0,0,0,0,None
BGD,Bangladesh,23/01/2020,0,0,0,0,None
BGD,Bangladesh,24/01/2020,0,0,0,0,None
BGD,Bangladesh,25/01/2020,0,0,0,0,None
BGD,Bangladesh,26/01/2020,0,0,0,0,None
BGD,Bangladesh,27/01/2020,0,0,0,0,None
BGD,Bangladesh,28/01/2020,0,0,0,0,None
BGD,Bangladesh,29/01/2020,0,0,0,0,None
BGD,Bangladesh,30/01/2020,0,0,0,0,None
BGD,Bangladesh,31/01/2020,0,0,0,0,None
BGD,Bangladesh,01/02/2020,0,0,0,0,None
BGD,Bangladesh,02/02/2020,0,0,0,0,None
BGD,Bangladesh,03/02/2020,0,0,0,0,None
BGD,Bangladesh,04/02/2020,0,0,0,0,None
BGD,Bangladesh,05/02/2020,0,0,0,0,None
BGD,Bangladesh,06/02/2020,0,0,0,0,None
BGD,Bangladesh,07/02/2020,0,0,0,0,None
BGD,Bangladesh,08/02/2020,0,0,0,0,None
BGD,Bangladesh,09/02/2020,0,0,0,0,None
BGD,Bangladesh,10/02/2020,0,0,0,0,None
BGD,Bangladesh,11/02/2020,0,0,0,0,None
BGD,Bangladesh,12/02/2020,0,0,0,0,None
BGD,Bangladesh,13/02/2020,0,0,0,0,None
BGD,Bangladesh,14/02/2020,0,0,0,0,None
BGD,Bangladesh,15/02/2020,0,0,0,0,None
BGD,Bangladesh,16/02/2020,0,0,0,0,None
BGD,Bangladesh,17/02/2020,0,0,0,0,None
BGD,Bangladesh,18/02/2020,0,0,0,0,None
BGD,Bangladesh,19/02/2020,0,0,0,0,None
BGD,Bangladesh,20/02/2020,0,0,0,0,None
BGD,Bangladesh,21/02/2020,0,0,0,0,None
BGD,Bangladesh,22/02/2020,0,0,0,0,None
BGD,Bangladesh,23/02/2020,0,0,0,0,None
BGD,Bangladesh,24/02/2020,0,0,0,0,None
BGD,Bangladesh,25/02/2020,0,0,0,0,None
BGD,Bangladesh,26/02/2020,0,0,0,0,None
BGD,Bangladesh,27/02/2020,0,0,0,0,None
BGD,Bangladesh,28/02/2020,0,0,0,0,None
BGD,Bangladesh,29/02/2020,0,0,0,0,None
BGD,Bangladesh,01/03/2020,0,0,0,0,None
BGD,Bangladesh,02/03/2020,0,0,0,0,None
BGD,Bangladesh,03/03/2020,0,0,0,0,None
BGD,Bangladesh,04/03/2020,0,0,0,0,None
BGD,Bangladesh,05/03/2020,0,0,0,0,None
BGD,Bangladesh,06/03/2020,0,0,0,0,None
BGD,Bangladesh,07/03/2020,0,0,0,0,None
BGD,Bangladesh,08/03/2020,0,0,0,0,None
BGD,Bangladesh,09/03/2020,0.018,0.018,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,10/03/2020,0,0,0,0,
BGD,Bangladesh,11/03/2020,0,0,0,0,
BGD,Bangladesh,12/03/2020,0,0,0,0,
BGD,Bangladesh,13/03/2020,0,0,0,0,
BGD,Bangladesh,14/03/2020,0,0,0,0,
BGD,Bangladesh,15/03/2020,0.018,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,16/03/2020,0,0,0,0,
BGD,Bangladesh,17/03/2020,0.03,0.012,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,18/03/2020,0.049,0.018,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,19/03/2020,0.061,0.012,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,20/03/2020,0.061,0,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,21/03/2020,0.103,0.043,0,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,22/03/2020,0.146,0.043,0.012,0.012,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,23/03/2020,0.164,0.018,0.018,0.006,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,24/03/2020,0.2,0.036,0.018,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,25/03/2020,0.237,0.036,0.024,0.006,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,26/03/2020,0.237,0,0.03,0.006,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,27/03/2020,0.291,0.055,0.03,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,28/03/2020,0.291,0,0.03,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,29/03/2020,0.291,0,0.03,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,30/03/2020,0.298,0.006,0.03,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,31/03/2020,0.298,0,0.03,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,01/04/2020,0.31,0.012,0.03,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,02/04/2020,0.328,0.018,0.036,0.006,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,03/04/2020,0.34,0.012,0.036,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,04/04/2020,0.37,0.03,0.036,0,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,05/04/2020,0.425,0.055,0.049,0.012,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,06/04/2020,0.534,0.109,0.055,0.006,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,07/04/2020,0.747,0.213,0.073,0.018,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,08/04/2020,0.996,0.249,0.103,0.03,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,09/04/2020,1.324,0.328,0.121,0.018,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,10/04/2020,2.004,0.68,0.128,0.006,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,11/04/2020,2.575,0.571,0.164,0.036,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,12/04/2020,2.927,0.352,0.182,0.018,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,13/04/2020,3.771,0.844,0.206,0.024,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,14/04/2020,4.876,1.105,0.237,0.03,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,15/04/2020,6.145,1.269,0.279,0.043,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,16/04/2020,7.475,1.33,0.304,0.024,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,17/04/2020,9.545,2.071,0.364,0.061,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,18/04/2020,11.16,1.615,0.455,0.091,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,19/04/2020,13.018,1.858,0.51,0.055,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,20/04/2020,14.913,1.894,0.553,0.043,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,21/04/2020,17.9,2.987,0.613,0.061,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,22/04/2020,20.536,2.635,0.668,0.055,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,23/04/2020,22.904,2.368,0.729,0.061,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,24/04/2020,25.418,2.514,0.771,0.043,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,25/04/2020,28.472,3.054,0.795,0.024,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,26/04/2020,30.348,1.876,0.85,0.055,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,27/04/2020,32.886,2.538,0.88,0.03,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,28/04/2020,35.904,3.018,0.923,0.043,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,29/04/2020,39.238,3.334,0.941,0.018,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,30/04/2020,43.13,3.892,0.99,0.049,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,01/05/2020,46.554,3.425,1.02,0.03,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,02/05/2020,50.021,3.467,1.032,0.012,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,03/05/2020,53.373,3.352,1.063,0.03,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,04/05/2020,57.411,4.038,1.075,0.012,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,05/05/2020,61.589,4.178,1.105,0.03,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,06/05/2020,66.361,4.773,1.111,0.006,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,07/05/2020,71.158,4.797,1.129,0.018,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,08/05/2020,75.445,4.287,1.208,0.079,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,09/05/2020,79.75,4.305,1.251,0.043,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,10/05/2020,83.612,3.862,1.299,0.049,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,11/05/2020,88.998,5.386,1.384,0.085,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,12/05/2020,95.276,6.278,1.451,0.067,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,13/05/2020,101.16,5.884,1.518,0.067,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,14/05/2020,108.216,7.056,1.633,0.115,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,15/05/2020,114.537,6.321,1.718,0.085,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,16/05/2020,121.835,7.299,1.809,0.091,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,17/05/2020,127.482,5.647,1.907,0.097,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,18/05/2020,135.212,7.73,1.992,0.085,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,19/05/2020,144.94,9.727,2.119,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,20/05/2020,152.536,7.596,2.247,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,21/05/2020,162.354,9.818,2.344,0.097,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,22/05/2020,173.12,10.766,2.477,0.134,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,23/05/2020,183.406,10.286,2.623,0.146,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,24/05/2020,194.779,11.373,2.745,0.121,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,25/05/2020,204.081,9.302,2.915,0.17,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,26/05/2020,216.073,11.992,3.042,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,27/05/2020,223.153,7.08,3.17,0.128,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,28/05/2020,232.51,9.357,3.303,0.134,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,29/05/2020,244.831,12.32,3.394,0.091,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,30/05/2020,260.15,15.32,3.534,0.14,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,31/05/2020,270.861,10.711,3.704,0.17,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,01/06/2020,286.315,15.453,3.947,0.243,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,02/06/2020,300.772,14.458,4.08,0.134,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,03/06/2020,318.448,17.676,4.305,0.225,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,04/06/2020,334.812,16.364,4.53,0.225,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,05/06/2020,349.525,14.713,4.742,0.213,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,06/06/2020,366.696,17.172,4.924,0.182,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
BGD,Bangladesh,07/06/2020,382.696,16,5.137,0.213,"Fever, Cough, Fatigue, Loss of taste, Loss of smell, Headache, Sore throat, Shortness of breath, Muscle aches, Chills"
